  itime          time                   Ek                   Em          enstrophykm          dissipation                 Jmax
   9646  0.964600E+00  0.9713995383795E+00  0.2448906053101E+01  0.1929727209767E+02  0.6840611182961E-01  0.4130007004004E+02
   9647  0.964700E+00  0.9712917364820E+00  0.2448910285852E+01  0.1929869073837E+02  0.6840404044668E-01  0.4131687178349E+02
   9648  0.964800E+00  0.9711839779063E+00  0.2448914468755E+01  0.1930010880575E+02  0.6840196893322E-01  0.4133366159233E+02
   9649  0.964900E+00  0.9710762626654E+00  0.2448918601797E+01  0.1930152629740E+02  0.6839989728925E-01  0.4135043945608E+02
   9650  0.965000E+00  0.9709685907720E+00  0.2448922684969E+01  0.1930294321090E+02  0.6839782551482E-01  0.4136720536430E+02
   9651  0.965100E+00  0.9708609622391E+00  0.2448926718259E+01  0.1930435954383E+02  0.6839575360997E-01  0.4138395930653E+02
   9652  0.965200E+00  0.9707533770794E+00  0.2448930701658E+01  0.1930577529378E+02  0.6839368157474E-01  0.4140070127237E+02
   9653  0.965300E+00  0.9706458353060E+00  0.2448934635153E+01  0.1930719045834E+02  0.6839160940917E-01  0.4141743125141E+02
   9654  0.965400E+00  0.9705383369315E+00  0.2448938518734E+01  0.1930860503507E+02  0.6838953711331E-01  0.4143414923325E+02
   9655  0.965500E+00  0.9704308819688E+00  0.2448942352390E+01  0.1931001902158E+02  0.6838746468718E-01  0.4145085520751E+02
   9656  0.965600E+00  0.9703234704307E+00  0.2448946136111E+01  0.1931143241543E+02  0.6838539213084E-01  0.4146754916383E+02
   9657  0.965700E+00  0.9702161023301E+00  0.2448949869886E+01  0.1931284521421E+02  0.6838331944433E-01  0.4148423109186E+02
   9658  0.965800E+00  0.9701087776798E+00  0.2448953553705E+01  0.1931425741549E+02  0.6838124662769E-01  0.4150090098127E+02
   9659  0.965900E+00  0.9700014964924E+00  0.2448957187555E+01  0.1931566901685E+02  0.6837917368096E-01  0.4151755882175E+02
   9660  0.966000E+00  0.9698942587809E+00  0.2448960771428E+01  0.1931708001587E+02  0.6837710060418E-01  0.4153420460298E+02
   9661  0.966100E+00  0.9697870645580E+00  0.2448964305312E+01  0.1931849041014E+02  0.6837502739739E-01  0.4155083831468E+02
   9662  0.966200E+00  0.9696799138364E+00  0.2448967789196E+01  0.1931990019721E+02  0.6837295406064E-01  0.4156745994658E+02
   9663  0.966300E+00  0.9695728066288E+00  0.2448971223070E+01  0.1932130937467E+02  0.6837088059397E-01  0.4158406948841E+02
   9664  0.966400E+00  0.9694657429481E+00  0.2448974606923E+01  0.1932271794010E+02  0.6836880699743E-01  0.4160066692993E+02
   9665  0.966500E+00  0.9693587228069E+00  0.2448977940745E+01  0.1932412589106E+02  0.6836673327105E-01  0.4161725226092E+02
   9666  0.966600E+00  0.9692517462180E+00  0.2448981224526E+01  0.1932553322513E+02  0.6836465941487E-01  0.4163382547116E+02
   9667  0.966700E+00  0.9691448131940E+00  0.2448984458254E+01  0.1932693993989E+02  0.6836258542895E-01  0.4165038655045E+02
   9668  0.966800E+00  0.9690379237477E+00  0.2448987641919E+01  0.1932834603290E+02  0.6836051131333E-01  0.4166693548861E+02
   9669  0.966900E+00  0.9689310778918E+00  0.2448990775511E+01  0.1932975150173E+02  0.6835843706805E-01  0.4168347227547E+02
   9670  0.967000E+00  0.9688242756389E+00  0.2448993859018E+01  0.1933115634396E+02  0.6835636269315E-01  0.4169999690087E+02
   9671  0.967100E+00  0.9687175170017E+00  0.2448996892432E+01  0.1933256055715E+02  0.6835428818867E-01  0.4171650935468E+02
   9672  0.967200E+00  0.9686108019928E+00  0.2448999875741E+01  0.1933396413888E+02  0.6835221355467E-01  0.4173300962677E+02
   9673  0.967300E+00  0.9685041306249E+00  0.2449002808934E+01  0.1933536708671E+02  0.6835013879119E-01  0.4174949770704E+02
   9674  0.967400E+00  0.9683975029107E+00  0.2449005692002E+01  0.1933676939821E+02  0.6834806389826E-01  0.4176597358539E+02
   9675  0.967500E+00  0.9682909188627E+00  0.2449008524934E+01  0.1933817107094E+02  0.6834598887594E-01  0.4178243725174E+02
   9676  0.967600E+00  0.9681843784936E+00  0.2449011307720E+01  0.1933957210248E+02  0.6834391372428E-01  0.4179888869604E+02
   9677  0.967700E+00  0.9680778818160E+00  0.2449014040349E+01  0.1934097249039E+02  0.6834183844330E-01  0.4181532790822E+02
   9678  0.967800E+00  0.9679714288424E+00  0.2449016722811E+01  0.1934237223224E+02  0.6833976303307E-01  0.4183175487826E+02
   9679  0.967900E+00  0.9678650195855E+00  0.2449019355096E+01  0.1934377132558E+02  0.6833768749363E-01  0.4184816959614E+02
   9680  0.968000E+00  0.9677586540579E+00  0.2449021937193E+01  0.1934516976799E+02  0.6833561182501E-01  0.4186457205186E+02
   9681  0.968100E+00  0.9676523322720E+00  0.2449024469092E+01  0.1934656755702E+02  0.6833353602728E-01  0.4188096223543E+02
   9682  0.968200E+00  0.9675460542405E+00  0.2449026950783E+01  0.1934796469025E+02  0.6833146010047E-01  0.4189734013688E+02
   9683  0.968300E+00  0.9674398199758E+00  0.2449029382256E+01  0.1934936116522E+02  0.6832938404463E-01  0.4191370574624E+02
   9684  0.968400E+00  0.9673336294906E+00  0.2449031763500E+01  0.1935075697951E+02  0.6832730785980E-01  0.4193005905359E+02
   9685  0.968500E+00  0.9672274827973E+00  0.2449034094505E+01  0.1935215213068E+02  0.6832523154604E-01  0.4194640004899E+02
   9686  0.968600E+00  0.9671213799085E+00  0.2449036375261E+01  0.1935354661628E+02  0.6832315510339E-01  0.4196272872252E+02
   9687  0.968700E+00  0.9670153208367E+00  0.2449038605758E+01  0.1935494043387E+02  0.6832107853190E-01  0.4197904506430E+02
   9688  0.968800E+00  0.9669093055943E+00  0.2449040785986E+01  0.1935633358102E+02  0.6831900183161E-01  0.4199534906444E+02
   9689  0.968900E+00  0.9668033341938E+00  0.2449042915935E+01  0.1935772605529E+02  0.6831692500257E-01  0.4201164071308E+02
   9690  0.969000E+00  0.9666974066477E+00  0.2449044995594E+01  0.1935911785422E+02  0.6831484804483E-01  0.4202792000036E+02
   9691  0.969100E+00  0.9665915229684E+00  0.2449047024953E+01  0.1936050897539E+02  0.6831277095844E-01  0.4204418691645E+02
   9692  0.969200E+00  0.9664856831685E+00  0.2449049004003E+01  0.1936189941635E+02  0.6831069374344E-01  0.4206044145153E+02
   9693  0.969300E+00  0.9663798872603E+00  0.2449050932734E+01  0.1936328917465E+02  0.6830861639988E-01  0.4207668359579E+02
   9694  0.969400E+00  0.9662741352563E+00  0.2449052811135E+01  0.1936467824785E+02  0.6830653892782E-01  0.4209291333945E+02
   9695  0.969500E+00  0.9661684271688E+00  0.2449054639196E+01  0.1936606663351E+02  0.6830446132729E-01  0.4210913067272E+02
   9696  0.969600E+00  0.9660627630104E+00  0.2449056416907E+01  0.1936745432918E+02  0.6830238359835E-01  0.4212533558586E+02
   9697  0.969700E+00  0.9659571427933E+00  0.2449058144259E+01  0.1936884133242E+02  0.6830030574104E-01  0.4214152806911E+02
   9698  0.969800E+00  0.9658515665300E+00  0.2449059821241E+01  0.1937022764078E+02  0.6829822775542E-01  0.4215770811275E+02
   9699  0.969900E+00  0.9657460342328E+00  0.2449061447844E+01  0.1937161325182E+02  0.6829614964154E-01  0.4217387570707E+02
   9700  0.970000E+00  0.9656405459142E+00  0.2449063024058E+01  0.1937299816309E+02  0.6829407139944E-01  0.4219003084236E+02
   9701  0.970100E+00  0.9655351015864E+00  0.2449064549872E+01  0.1937438237214E+02  0.6829199302917E-01  0.4220617350895E+02
   9702  0.970200E+00  0.9654297012618E+00  0.2449066025277E+01  0.1937576587653E+02  0.6828991453078E-01  0.4222230369717E+02
   9703  0.970300E+00  0.9653243449527E+00  0.2449067450263E+01  0.1937714867380E+02  0.6828783590432E-01  0.4223842139736E+02
   9704  0.970400E+00  0.9652190326716E+00  0.2449068824821E+01  0.1937853076152E+02  0.6828575714985E-01  0.4225452659989E+02
   9705  0.970500E+00  0.9651137644305E+00  0.2449070148940E+01  0.1937991213723E+02  0.6828367826741E-01  0.4227061929514E+02
   9706  0.970600E+00  0.9650085402420E+00  0.2449071422611E+01  0.1938129279848E+02  0.6828159925705E-01  0.4228669947350E+02
   9707  0.970700E+00  0.9649033601181E+00  0.2449072645823E+01  0.1938267274283E+02  0.6827952011883E-01  0.4230276712538E+02
   9708  0.970800E+00  0.9647982240714E+00  0.2449073818568E+01  0.1938405196782E+02  0.6827744085278E-01  0.4231882224122E+02
   9709  0.970900E+00  0.9646931321139E+00  0.2449074940835E+01  0.1938543047101E+02  0.6827536145898E-01  0.4233486481144E+02
   9710  0.971000E+00  0.9645880842579E+00  0.2449076012615E+01  0.1938680824994E+02  0.6827328193746E-01  0.4235089482650E+02
   9711  0.971100E+00  0.9644830805158E+00  0.2449077033898E+01  0.1938818530216E+02  0.6827120228827E-01  0.4236691227688E+02
   9712  0.971200E+00  0.9643781208997E+00  0.2449078004674E+01  0.1938956162523E+02  0.6826912251148E-01  0.4238291715306E+02
   9713  0.971300E+00  0.9642732054218E+00  0.2449078924934E+01  0.1939093721669E+02  0.6826704260712E-01  0.4239890944555E+02
   9714  0.971400E+00  0.9641683340944E+00  0.2449079794668E+01  0.1939231207408E+02  0.6826496257525E-01  0.4241488914486E+02
   9715  0.971500E+00  0.9640635069297E+00  0.2449080613867E+01  0.1939368619497E+02  0.6826288241593E-01  0.4243085624153E+02
   9716  0.971600E+00  0.9639587239399E+00  0.2449081382521E+01  0.1939505957689E+02  0.6826080212921E-01  0.4244681072611E+02
   9717  0.971700E+00  0.9638539851371E+00  0.2449082100620E+01  0.1939643221739E+02  0.6825872171513E-01  0.4246275258915E+02
   9718  0.971800E+00  0.9637492905335E+00  0.2449082768154E+01  0.1939780411402E+02  0.6825664117376E-01  0.4247868182124E+02
   9719  0.971900E+00  0.9636446401412E+00  0.2449083385115E+01  0.1939917526433E+02  0.6825456050513E-01  0.4249459841298E+02
   9720  0.972000E+00  0.9635400339725E+00  0.2449083951493E+01  0.1940054566586E+02  0.6825247970932E-01  0.4251050235498E+02
   9721  0.972100E+00  0.9634354720394E+00  0.2449084467279E+01  0.1940191531615E+02  0.6825039878636E-01  0.4252639363786E+02
   9722  0.972200E+00  0.9633309543541E+00  0.2449084932462E+01  0.1940328421277E+02  0.6824831773631E-01  0.4254227225226E+02
   9723  0.972300E+00  0.9632264809287E+00  0.2449085347033E+01  0.1940465235324E+02  0.6824623655924E-01  0.4255813818885E+02
   9724  0.972400E+00  0.9631220517752E+00  0.2449085710984E+01  0.1940601973511E+02  0.6824415525518E-01  0.4257399143829E+02
   9725  0.972500E+00  0.9630176669059E+00  0.2449086024304E+01  0.1940738635594E+02  0.6824207382419E-01  0.4258983199127E+02
   9726  0.972600E+00  0.9629133263327E+00  0.2449086286984E+01  0.1940875221326E+02  0.6823999226633E-01  0.4260565983850E+02
   9727  0.972700E+00  0.9628090300678E+00  0.2449086499015E+01  0.1941011730463E+02  0.6823791058165E-01  0.4262147497071E+02
   9728  0.972800E+00  0.9627047781231E+00  0.2449086660387E+01  0.1941148162757E+02  0.6823582877021E-01  0.4263727737861E+02
   9729  0.972900E+00  0.9626005705108E+00  0.2449086771092E+01  0.1941284517965E+02  0.6823374683206E-01  0.4265306705297E+02
   9730  0.973000E+00  0.9624964072428E+00  0.2449086831120E+01  0.1941420795839E+02  0.6823166476725E-01  0.4266884398455E+02
   9731  0.973100E+00  0.9623922883313E+00  0.2449086840461E+01  0.1941556996136E+02  0.6822958257584E-01  0.4268460816414E+02
   9732  0.973200E+00  0.9622882137882E+00  0.2449086799106E+01  0.1941693118608E+02  0.6822750025789E-01  0.4270035958252E+02
   9733  0.973300E+00  0.9621841836254E+00  0.2449086707047E+01  0.1941829163010E+02  0.6822541781344E-01  0.4271609823053E+02
   9734  0.973400E+00  0.9620801978551E+00  0.2449086564273E+01  0.1941965129097E+02  0.6822333524257E-01  0.4273182409897E+02
   9735  0.973500E+00  0.9619762564892E+00  0.2449086370776E+01  0.1942101016623E+02  0.6822125254531E-01  0.4274753717871E+02
   9736  0.973600E+00  0.9618723595396E+00  0.2449086126547E+01  0.1942236825342E+02  0.6821916972173E-01  0.4276323746060E+02
   9737  0.973700E+00  0.9617685070184E+00  0.2449085831576E+01  0.1942372555009E+02  0.6821708677188E-01  0.4277892493551E+02
   9738  0.973800E+00  0.9616646989374E+00  0.2449085485854E+01  0.1942508205377E+02  0.6821500369582E-01  0.4279459959434E+02
   9739  0.973900E+00  0.9615609353086E+00  0.2449085089372E+01  0.1942643776201E+02  0.6821292049361E-01  0.4281026142799E+02
   9740  0.974000E+00  0.9614572161439E+00  0.2449084642121E+01  0.1942779267236E+02  0.6821083716530E-01  0.4282591042739E+02
   9741  0.974100E+00  0.9613535414553E+00  0.2449084144092E+01  0.1942914678234E+02  0.6820875371094E-01  0.4284154658348E+02
   9742  0.974200E+00  0.9612499112546E+00  0.2449083595276E+01  0.1943050008952E+02  0.6820667013060E-01  0.4285716988722E+02
   9743  0.974300E+00  0.9611463255537E+00  0.2449082995663E+01  0.1943185259142E+02  0.6820458642434E-01  0.4287278032956E+02
   9744  0.974400E+00  0.9610427843645E+00  0.2449082345245E+01  0.1943320428558E+02  0.6820250259220E-01  0.4288837790151E+02
   9745  0.974500E+00  0.9609392876989E+00  0.2449081644013E+01  0.1943455516956E+02  0.6820041863425E-01  0.4290396259405E+02
   9746  0.974600E+00  0.9608358355688E+00  0.2449080891958E+01  0.1943590524090E+02  0.6819833455054E-01  0.4291953439821E+02
   9747  0.974700E+00  0.9607324279859E+00  0.2449080089071E+01  0.1943725449712E+02  0.6819625034114E-01  0.4293509330502E+02
   9748  0.974800E+00  0.9606290649621E+00  0.2449079235343E+01  0.1943860293578E+02  0.6819416600609E-01  0.4295063930554E+02
   9749  0.974900E+00  0.9605257465092E+00  0.2449078330764E+01  0.1943995055442E+02  0.6819208154547E-01  0.4296617239081E+02
   9750  0.975000E+00  0.9604224726390E+00  0.2449077375327E+01  0.1944129735058E+02  0.6818999695932E-01  0.4298169255194E+02
   9751  0.975100E+00  0.9603192433634E+00  0.2449076369022E+01  0.1944264332179E+02  0.6818791224770E-01  0.4299719978000E+02
   9752  0.975200E+00  0.9602160586942E+00  0.2449075311840E+01  0.1944398846561E+02  0.6818582741068E-01  0.4301269406612E+02
   9753  0.975300E+00  0.9601129186430E+00  0.2449074203773E+01  0.1944533277957E+02  0.6818374244831E-01  0.4302817540142E+02
   9754  0.975400E+00  0.9600098232217E+00  0.2449073044811E+01  0.1944667626121E+02  0.6818165736066E-01  0.4304364377705E+02
   9755  0.975500E+00  0.9599067724420E+00  0.2449071834947E+01  0.1944801890807E+02  0.6817957214777E-01  0.4305909918416E+02
   9756  0.975600E+00  0.9598037663156E+00  0.2449070574170E+01  0.1944936071770E+02  0.6817748680972E-01  0.4307454161393E+02
   9757  0.975700E+00  0.9597008048544E+00  0.2449069262473E+01  0.1945070168763E+02  0.6817540134655E-01  0.4308997105756E+02
   9758  0.975800E+00  0.9595978880699E+00  0.2449067899847E+01  0.1945204181542E+02  0.6817331575834E-01  0.4310538750624E+02
   9759  0.975900E+00  0.9594950159740E+00  0.2449066486283E+01  0.1945338109859E+02  0.6817123004513E-01  0.4312079095120E+02
   9760  0.976000E+00  0.9593921885783E+00  0.2449065021772E+01  0.1945471953469E+02  0.6816914420700E-01  0.4313618138369E+02
   9761  0.976100E+00  0.9592894058944E+00  0.2449063506305E+01  0.1945605712126E+02  0.6816705824399E-01  0.4315155879494E+02
   9762  0.976200E+00  0.9591866679342E+00  0.2449061939875E+01  0.1945739385584E+02  0.6816497215618E-01  0.4316692317625E+02
   9763  0.976300E+00  0.9590839747091E+00  0.2449060322472E+01  0.1945872973597E+02  0.6816288594361E-01  0.4318227451888E+02
   9764  0.976400E+00  0.9589813262310E+00  0.2449058654087E+01  0.1946006475920E+02  0.6816079960636E-01  0.4319761281415E+02
   9765  0.976500E+00  0.9588787225113E+00  0.2449056934713E+01  0.1946139892307E+02  0.6815871314448E-01  0.4321293805336E+02
   9766  0.976600E+00  0.9587761635618E+00  0.2449055164340E+01  0.1946273222511E+02  0.6815662655804E-01  0.4322825022787E+02
   9767  0.976700E+00  0.9586736493940E+00  0.2449053342961E+01  0.1946406466287E+02  0.6815453984709E-01  0.4324354932900E+02
   9768  0.976800E+00  0.9585711800195E+00  0.2449051470566E+01  0.1946539623389E+02  0.6815245301171E-01  0.4325883534814E+02
   9769  0.976900E+00  0.9584687554500E+00  0.2449049547147E+01  0.1946672693571E+02  0.6815036605194E-01  0.4327410827666E+02
   9770  0.977000E+00  0.9583663756971E+00  0.2449047572695E+01  0.1946805676588E+02  0.6814827896785E-01  0.4328936810596E+02
   9771  0.977100E+00  0.9582640407722E+00  0.2449045547203E+01  0.1946938572193E+02  0.6814619175950E-01  0.4330461482745E+02
   9772  0.977200E+00  0.9581617506869E+00  0.2449043470661E+01  0.1947071380141E+02  0.6814410442696E-01  0.4331984843256E+02
   9773  0.977300E+00  0.9580595054529E+00  0.2449041343062E+01  0.1947204100185E+02  0.6814201697029E-01  0.4333506891274E+02
   9774  0.977400E+00  0.9579573050815E+00  0.2449039164396E+01  0.1947336732081E+02  0.6813992938955E-01  0.4335027625944E+02
   9775  0.977500E+00  0.9578551495844E+00  0.2449036934656E+01  0.1947469275583E+02  0.6813784168481E-01  0.4336547046415E+02
   9776  0.977600E+00  0.9577530389730E+00  0.2449034653833E+01  0.1947601730444E+02  0.6813575385612E-01  0.4338065151836E+02
   9777  0.977700E+00  0.9576509732589E+00  0.2449032321919E+01  0.1947734096418E+02  0.6813366590355E-01  0.4339581941358E+02
   9778  0.977800E+00  0.9575489524534E+00  0.2449029938905E+01  0.1947866373261E+02  0.6813157782717E-01  0.4341097414132E+02
   9779  0.977900E+00  0.9574469765682E+00  0.2449027504784E+01  0.1947998560727E+02  0.6812948962704E-01  0.4342611569314E+02
   9780  0.978000E+00  0.9573450456146E+00  0.2449025019546E+01  0.1948130658569E+02  0.6812740130321E-01  0.4344124406059E+02
   9781  0.978100E+00  0.9572431596042E+00  0.2449022483184E+01  0.1948262666542E+02  0.6812531285576E-01  0.4345635923524E+02
   9782  0.978200E+00  0.9571413185482E+00  0.2449019895690E+01  0.1948394584401E+02  0.6812322428476E-01  0.4347146120868E+02
   9783  0.978300E+00  0.9570395224582E+00  0.2449017257054E+01  0.1948526411900E+02  0.6812113559025E-01  0.4348654997252E+02
   9784  0.978400E+00  0.9569377713456E+00  0.2449014567270E+01  0.1948658148793E+02  0.6811904677231E-01  0.4350162551837E+02
   9785  0.978500E+00  0.9568360652218E+00  0.2449011826329E+01  0.1948789794834E+02  0.6811695783101E-01  0.4351668783788E+02
   9786  0.978600E+00  0.9567344040981E+00  0.2449009034222E+01  0.1948921349779E+02  0.6811486876641E-01  0.4353173692269E+02
   9787  0.978700E+00  0.9566327879860E+00  0.2449006190942E+01  0.1949052813381E+02  0.6811277957857E-01  0.4354677276448E+02
   9788  0.978800E+00  0.9565312168968E+00  0.2449003296481E+01  0.1949184185395E+02  0.6811069026755E-01  0.4356179535492E+02
   9789  0.978900E+00  0.9564296908418E+00  0.2449000350830E+01  0.1949315465575E+02  0.6810860083343E-01  0.4357680468573E+02
   9790  0.979000E+00  0.9563282098325E+00  0.2448997353981E+01  0.1949446653677E+02  0.6810651127628E-01  0.4359180074861E+02
   9791  0.979100E+00  0.9562267738800E+00  0.2448994305927E+01  0.1949577749454E+02  0.6810442159614E-01  0.4360678353531E+02
   9792  0.979200E+00  0.9561253829958E+00  0.2448991206659E+01  0.1949708752661E+02  0.6810233179310E-01  0.4362175303756E+02
   9793  0.979300E+00  0.9560240371912E+00  0.2448988056170E+01  0.1949839663053E+02  0.6810024186722E-01  0.4363670924714E+02
   9794  0.979400E+00  0.9559227364774E+00  0.2448984854451E+01  0.1949970480384E+02  0.6809815181856E-01  0.4365165215582E+02
   9795  0.979500E+00  0.9558214808657E+00  0.2448981601494E+01  0.1950101204410E+02  0.6809606164719E-01  0.4366658175540E+02
   9796  0.979600E+00  0.9557202703674E+00  0.2448978297292E+01  0.1950231834884E+02  0.6809397135318E-01  0.4368149803770E+02
   9797  0.979700E+00  0.9556191049937E+00  0.2448974941836E+01  0.1950362371561E+02  0.6809188093659E-01  0.4369640099454E+02
   9798  0.979800E+00  0.9555179847559E+00  0.2448971535119E+01  0.1950492814197E+02  0.6808979039750E-01  0.4371129061777E+02
   9799  0.979900E+00  0.9554169096653E+00  0.2448968077133E+01  0.1950623162546E+02  0.6808769973596E-01  0.4372616689926E+02
   9800  0.980000E+00  0.9553158797329E+00  0.2448964567870E+01  0.1950753416363E+02  0.6808560895206E-01  0.4374102983087E+02
   9801  0.980100E+00  0.9552148949701E+00  0.2448961007322E+01  0.1950883575402E+02  0.6808351804584E-01  0.4375587940450E+02
   9802  0.980200E+00  0.9551139553881E+00  0.2448957395481E+01  0.1951013639419E+02  0.6808142701739E-01  0.4377071561206E+02
   9803  0.980300E+00  0.9550130609980E+00  0.2448953732340E+01  0.1951143608168E+02  0.6807933586677E-01  0.4378553844549E+02
   9804  0.980400E+00  0.9549122118109E+00  0.2448950017891E+01  0.1951273481405E+02  0.6807724459404E-01  0.4380034789670E+02
   9805  0.980500E+00  0.9548114078382E+00  0.2448946252126E+01  0.1951403258884E+02  0.6807515319929E-01  0.4381514395768E+02
   9806  0.980600E+00  0.9547106490908E+00  0.2448942435038E+01  0.1951532940361E+02  0.6807306168257E-01  0.4382992662039E+02
   9807  0.980700E+00  0.9546099355799E+00  0.2448938566618E+01  0.1951662525590E+02  0.6807097004395E-01  0.4384469587682E+02
   9808  0.980800E+00  0.9545092673167E+00  0.2448934646859E+01  0.1951792014326E+02  0.6806887828351E-01  0.4385945171897E+02
   9809  0.980900E+00  0.9544086443123E+00  0.2448930675753E+01  0.1951921406326E+02  0.6806678640131E-01  0.4387419413888E+02
   9810  0.981000E+00  0.9543080665777E+00  0.2448926653293E+01  0.1952050701343E+02  0.6806469439742E-01  0.4388892312857E+02
   9811  0.981100E+00  0.9542075341240E+00  0.2448922579471E+01  0.1952179899134E+02  0.6806260227191E-01  0.4390363868010E+02
   9812  0.981200E+00  0.9541070469624E+00  0.2448918454280E+01  0.1952308999453E+02  0.6806051002485E-01  0.4391834078555E+02
   9813  0.981300E+00  0.9540066051038E+00  0.2448914277712E+01  0.1952438002056E+02  0.6805841765632E-01  0.4393302943700E+02
   9814  0.981400E+00  0.9539062085594E+00  0.2448910049759E+01  0.1952566906698E+02  0.6805632516637E-01  0.4394770462655E+02
   9815  0.981500E+00  0.9538058573401E+00  0.2448905770414E+01  0.1952695713134E+02  0.6805423255509E-01  0.4396236634633E+02
   9816  0.981600E+00  0.9537055514570E+00  0.2448901439670E+01  0.1952824421121E+02  0.6805213982254E-01  0.4397701458846E+02
   9817  0.981700E+00  0.9536052909210E+00  0.2448897057518E+01  0.1952953030413E+02  0.6805004696879E-01  0.4399164934510E+02
   9818  0.981800E+00  0.9535050757433E+00  0.2448892623952E+01  0.1953081540765E+02  0.6804795399391E-01  0.4400627060842E+02
   9819  0.981900E+00  0.9534049059347E+00  0.2448888138964E+01  0.1953209951935E+02  0.6804586089798E-01  0.4402087837061E+02
   9820  0.982000E+00  0.9533047815063E+00  0.2448883602547E+01  0.1953338263676E+02  0.6804376768106E-01  0.4403547262385E+02
   9821  0.982100E+00  0.9532047024689E+00  0.2448879014693E+01  0.1953466475745E+02  0.6804167434323E-01  0.4405005336037E+02
   9822  0.982200E+00  0.9531046688337E+00  0.2448874375394E+01  0.1953594587898E+02  0.6803958088456E-01  0.4406462057240E+02
   9823  0.982300E+00  0.9530046806114E+00  0.2448869684645E+01  0.1953722599891E+02  0.6803748730512E-01  0.4407917425219E+02
   9824  0.982400E+00  0.9529047378130E+00  0.2448864942436E+01  0.1953850511478E+02  0.6803539360498E-01  0.4409371439200E+02
   9825  0.982500E+00  0.9528048404494E+00  0.2448860148761E+01  0.1953978322417E+02  0.6803329978422E-01  0.4410824098412E+02
   9826  0.982600E+00  0.9527049885315E+00  0.2448855303613E+01  0.1954106032462E+02  0.6803120584290E-01  0.4412275402084E+02
   9827  0.982700E+00  0.9526051820703E+00  0.2448850406985E+01  0.1954233641370E+02  0.6802911178110E-01  0.4413725349447E+02
   9828  0.982800E+00  0.9525054210765E+00  0.2448845458868E+01  0.1954361148898E+02  0.6802701759889E-01  0.4415173939735E+02
   9829  0.982900E+00  0.9524057055610E+00  0.2448840459257E+01  0.1954488554801E+02  0.6802492329635E-01  0.4416621172182E+02
   9830  0.983000E+00  0.9523060355347E+00  0.2448835408143E+01  0.1954615858834E+02  0.6802282887355E-01  0.4418067046024E+02
   9831  0.983100E+00  0.9522064110085E+00  0.2448830305519E+01  0.1954743060756E+02  0.6802073433055E-01  0.4419511560499E+02
   9832  0.983200E+00  0.9521068319930E+00  0.2448825151379E+01  0.1954870160321E+02  0.6801863966744E-01  0.4420954714847E+02
   9833  0.983300E+00  0.9520072984992E+00  0.2448819945715E+01  0.1954997157286E+02  0.6801654488429E-01  0.4422396508309E+02
   9834  0.983400E+00  0.9519078105379E+00  0.2448814688521E+01  0.1955124051407E+02  0.6801444998117E-01  0.4423836940127E+02
   9835  0.983500E+00  0.9518083681198E+00  0.2448809379788E+01  0.1955250842441E+02  0.6801235495816E-01  0.4425276009545E+02
   9836  0.983600E+00  0.9517089712556E+00  0.2448804019510E+01  0.1955377530145E+02  0.6801025981532E-01  0.4426713715810E+02
   9837  0.983700E+00  0.9516096199563E+00  0.2448798607681E+01  0.1955504114274E+02  0.6800816455274E-01  0.4428150058170E+02
   9838  0.983800E+00  0.9515103142324E+00  0.2448793144292E+01  0.1955630594586E+02  0.6800606917049E-01  0.4429585035872E+02
   9839  0.983900E+00  0.9514110540947E+00  0.2448787629337E+01  0.1955756970837E+02  0.6800397366864E-01  0.4431018648169E+02
   9840  0.984000E+00  0.9513118395541E+00  0.2448782062809E+01  0.1955883242784E+02  0.6800187804727E-01  0.4432450894313E+02
   9841  0.984100E+00  0.9512126706210E+00  0.2448776444701E+01  0.1956009410184E+02  0.6799978230645E-01  0.4433881773557E+02
   9842  0.984200E+00  0.9511135473063E+00  0.2448770775007E+01  0.1956135472794E+02  0.6799768644626E-01  0.4435311285157E+02
   9843  0.984300E+00  0.9510144696207E+00  0.2448765053718E+01  0.1956261430370E+02  0.6799559046678E-01  0.4436739428372E+02
   9844  0.984400E+00  0.9509154375748E+00  0.2448759280829E+01  0.1956387282669E+02  0.6799349436807E-01  0.4438166202459E+02
   9845  0.984500E+00  0.9508164511792E+00  0.2448753456332E+01  0.1956513029449E+02  0.6799139815022E-01  0.4439591606679E+02
   9846  0.984600E+00  0.9507175104446E+00  0.2448747580221E+01  0.1956638670467E+02  0.6798930181330E-01  0.4441015640295E+02
   9847  0.984700E+00  0.9506186153817E+00  0.2448741652488E+01  0.1956764205480E+02  0.6798720535739E-01  0.4442438302570E+02
   9848  0.984800E+00  0.9505197660010E+00  0.2448735673127E+01  0.1956889634245E+02  0.6798510878257E-01  0.4443859592769E+02
   9849  0.984900E+00  0.9504209623132E+00  0.2448729642132E+01  0.1957014956519E+02  0.6798301208890E-01  0.4445279510161E+02
   9850  0.985000E+00  0.9503222043288E+00  0.2448723559495E+01  0.1957140172061E+02  0.6798091527647E-01  0.4446698054013E+02
   9851  0.985100E+00  0.9502234920585E+00  0.2448717425209E+01  0.1957265280627E+02  0.6797881834536E-01  0.4448115223596E+02
   9852  0.985200E+00  0.9501248255128E+00  0.2448711239269E+01  0.1957390281975E+02  0.6797672129563E-01  0.4449531018182E+02
   9853  0.985300E+00  0.9500262047022E+00  0.2448705001667E+01  0.1957515175862E+02  0.6797462412738E-01  0.4450945437045E+02
